group	name	parent	label	depth	title	meaning	ALL	
animal	ButcheryMenu	piece of dark {organism} meat (skinless)	piece of dark {organism} meat (skinless, raw)	1	. . piece of dark {organism} meat (skinless, raw)	FOODON:02010208		
animal	ButcheryMenu	piece of {organism} meat	piece of light {organism} meat	0	piece of light {organism} meat	FOODON:02010209		
animal	ButcheryMenu	piece of light {organism} meat	piece of light {organism} meat (raw)	1	. . piece of light {organism} meat (raw)	FOODON:02010210		
animal	ButcheryMenu	piece of light {organism} meat	piece of light {organism} meat (with skin)	1	. . piece of light {organism} meat (with skin)	FOODON:02010211		
animal	ButcheryMenu	piece of light {organism} meat (with skin)	piece of light {organism} meat (with skin, raw)	1	. . piece of light {organism} meat (with skin, raw)	FOODON:02010212		
animal	ButcheryMenu	piece of light {organism} meat	piece of light {organism} meat (skinless)	1	. . piece of light {organism} meat (skinless)	FOODON:02010213		
animal	ButcheryMenu	piece of light {organism} meat (skinless)	piece of light {organism} meat (skinless, raw)	1	. . piece of light {organism} meat (skinless, raw)	FOODON:02010214		
animal	ButcheryMenu	{organism_base} material	piece(s) of {organism_base}	0	piece(s) of {organism_base}	FOODON:00004335	TRUE	
animal	ButcheryMenu	piece(s) of {organism_base}	piece(s) of {organism_base} (raw)	1	. . piece(s) of {organism_base} (raw)	FOODON:02010328		
animal	ButcheryMenu	piece(s) of {organism_base}	piece(s) of {organism} meat	0	piece(s) of {organism} meat	FOODON:02010216	TRUE	
animal	ButcheryMenu	piece(s) of {organism} meat	piece(s) of {organism} meat (raw)	1	. . piece(s) of {organism} meat (raw)	FOODON:02010217		
animal	ButcheryMenu	piece(s) of {organism} meat	piece(s) of {organism} meat (frozen)	1	. . piece(s) of {organism} meat (frozen)	FOODON:02010231		
animal	ButcheryMenu	piece(s) of {organism} meat	piece(s) of {organism} meat (with skin)	1	. . piece(s) of {organism} meat (with skin)	FOODON:02010218		
animal	ButcheryMenu	piece(s) of {organism} meat	piece(s) of {organism} meat (skinless)	1	. . piece(s) of {organism} meat (skinless)	FOODON:02010219		
animal	ButcheryMenu	piece(s) of {organism} meat (skinless)	piece(s) of {organism} meat (skinless, raw)	2	. . . . piece(s) of {organism} meat (skinless, raw)	FOODON:02010220		
animal	ButcheryMenu	piece(s) of {organism} meat (with skin)	piece(s) of {organism} meat (with skin, raw)	2	. . . . piece(s) of {organism} meat (with skin, raw)	FOODON:02010221		
animal	ButcheryMenu	piece(s) of {organism} meat	piece(s) of {organism} meat (boneless)	1	. . piece(s) of {organism} meat (boneless)	FOODON:02010222		
animal	ButcheryMenu	piece(s) of {organism} meat (boneless)	piece(s) of {organism} meat (deboned)	2	. . . . piece(s) of {organism} meat (deboned)	FOODON:02010226		
animal	ButcheryMenu	piece(s) of {organism} meat (deboned)	piece(s) of {organism} meat (deboned, raw)	3	. . . . . . piece(s) of {organism} meat (deboned, raw)	FOODON:02010227		
animal	ButcheryMenu	piece(s) of {organism} meat (deboned)	piece(s) of {organism} meat (mechanically deboned)	3	. . . . . . piece(s) of {organism} meat (mechanically deboned)	FOODON:02010228		
animal	ButcheryMenu	piece(s) of {organism} meat (mechanically deboned)	piece(s) of {organism} meat (mechanically deboned, raw)	4	. . . . . . . . piece(s) of {organism} meat (mechanically deboned, raw)	FOODON:02010229		
animal								
animal	ButcheryMenu	piece(s) of {organism} meat (boneless)	{organism} meat (ground)	0	{organism} meat (ground)	FOODON:02010223		
animal	ButcheryMenu	{organism} meat (ground)	{organism} meat (ground, raw)	1	. . {organism} meat (ground, raw)	FOODON:02010224		
animal	ButcheryMenu	{organism} meat (ground)	{organism} meat (ground, fresh frozen)	1	. . {organism} meat (ground, fresh frozen)	FOODON:02020033		
animal	ButcheryMenu	piece(s) of {organism} meat (boneless)	{organism} meat (minced)	2	. . . . {organism} meat (minced)	FOODON:02010233		
animal	ButcheryMenu	{organism} meat (minced)	{organism} meat (minced, raw)	3	. . . . . . {organism} meat (minced, raw)	FOODON:02020034		
animal	ButcheryMenu	{organism} meat (minced)	{organism} meat (ground, lean)	3	. . . . . . {organism} meat (ground, lean)	FOODON:02010236		
animal	ButcheryMenu	{organism} meat (minced)	{organism} meat (ground, extra lean)	3	. . . . . . {organism} meat (ground, extra lean)	FOODON:02020035		
animal	ButcheryMenu	{organism} meat (minced)	{organism} meat (ground, medium)	3	. . . . . . {organism} meat (ground, medium)	FOODON:02010238		
animal	ButcheryMenu	{organism} meat (minced)	{organism} meat (ground, regular)	3	. . . . . . {organism} meat (ground, regular)	FOODON:02010239		
animal	ButcheryMenu	{organism} meat (minced)	{organism} meat (ground, sirloin)	3	. . . . . . {organism} meat (ground, sirloin)	FOODON:02010240		
								
								
								
animal	AnimalOrganMenu	piece of {organism_base}	{organism} organ	0	{organism} organ	FOODON:00004436	TRUE	
animal	AnimalOrganMenu	{organism} organ	{organism} organ (raw)	1	. . {organism} organ (raw)	FOODON:02010058		
animal	AnimalOrganMenu	{organism} organ	{organism} eye	1	. . {organism} eye	FOODON:02010324		
animal	AnimalOrganMenu	{organism} eye	{organism} eye (raw)	2	. . . . {organism} eye (raw)	FOODON:02010327		
animal	AnimalOrganMenu	{organism} organ	{organism} heart	1	. . {organism} heart	FOODON:02010042		
animal	AnimalOrganMenu	{organism} heart	{organism} heart (raw)	2	. . . . {organism} heart (raw)	FOODON:02010059		
animal	AnimalOrganMenu	{organism} organ	{organism} brain	1	. . {organism} brain	FOODON:02010043		
animal	AnimalOrganMenu	{organism} brain	{organism} brain (raw)	2	. . . . {organism} brain (raw)	FOODON:02010060		
animal	AnimalOrganMenu	{organism} organ	{organism} kidney	1	. . {organism} kidney	FOODON:02010044		
animal	AnimalOrganMenu	{organism} kidney	{organism} kidney (raw)	2	. . . . {organism} kidney (raw)	FOODON:02010061		
animal	AnimalOrganMenu	{organism} organ	{organism} liver	1	. . {organism} liver	FOODON:02010045		
animal	AnimalOrganMenu	{organism} liver	{organism} liver (raw)	2	. . . . {organism} liver (raw)	FOODON:02010062		
animal	AnimalOrganMenu	{organism} organ	{organism} spleen	1	. . {organism} spleen	FOODON:02010046		
animal	AnimalOrganMenu	{organism} spleen	{organism} spleen (raw)	2	. . . . {organism} spleen (raw)	FOODON:02010063		
animal	AnimalOrganMenu	{organism} organ	{organism} lung	1	. . {organism} lung	FOODON:02010047		
animal	AnimalOrganMenu	{organism} lung	{organism} lung (raw)	2	. . . . {organism} lung (raw)	FOODON:02010064		
animal	AnimalOrganMenu	{organism} organ	{organism} gizzard	1	. . {organism} gizzard	FOODON:02010048		
animal	AnimalOrganMenu	{organism} gizzard	{organism} gizzard (raw)	2	. . . . {organism} gizzard (raw)	FOODON:02010065		
animal	AnimalOrganMenu	{organism} organ	{organism} tongue	1	. . {organism} tongue	FOODON:02010049		
animal	AnimalOrganMenu	{organism} tongue	{organism} tongue (raw)	2	. . . . {organism} tongue (raw)	FOODON:02010066		
animal	AnimalOrganMenu	{organism} organ	{organism} rectum	1	. . {organism} rectum	FOODON:02010050		
animal	AnimalOrganMenu	{organism} rectum	{organism} rectum (raw)	2	. . . . {organism} rectum (raw)	FOODON:02020007		
animal	AnimalOrganMenu	{organism} organ	{organism} thymus	1	. . {organism} thymus	FOODON:02010051		
animal	AnimalOrganMenu	{organism} thymus	{organism} thymus (raw)	2	. . . . {organism} thymus (raw)	FOODON:02010067		
animal	AnimalOrganMenu	{organism} organ	{organism} pancreas	1	. . {organism} pancreas	FOODON:02010052		
animal	AnimalOrganMenu	{organism} pancreas	{organism} pancreas (raw)	2	. . . . {organism} pancreas (raw)	FOODON:02010068		
animal	AnimalOrganMenu	{organism} organ	{organism} ovary	1	. . {organism} ovary	FOODON:02010053		
animal	AnimalOrganMenu	{organism} ovary	{organism} ovary (raw)	2	. . . . {organism} ovary (raw)	FOODON:02010069		
animal	AnimalOrganMenu	{organism} organ	{organism} testicle	1	. . {organism} testicle	FOODON:02010054		
animal	AnimalOrganMenu	{organism} testicle	{organism} testicle (raw)	2	. . . . {organism} testicle (raw)	FOODON:02010070		
animal	AnimalOrganMenu	{organism} organ	{organism} stomach	1	. . {organism} stomach	FOODON:02010055		
animal	AnimalOrganMenu	{organism} stomach	{organism} stomach (raw)	2	. . . . {organism} stomach (raw)	FOODON:02010071		
animal	AnimalOrganMenu	{organism} organ	{organism} ear	1	. . {organism} ear	FOODON:02010056		
animal	AnimalOrganMenu	{organism} ear	{organism} ear (raw)	2	. . . . {organism} ear (raw)	FOODON:02010072		
animal	AnimalOrganMenu	{organism} organ	{organism} small intestine	1	. . {organism} small intestine	FOODON:02010057		
animal	AnimalOrganMenu	{organism} small intestine	{organism} small intestine (raw)	2	. . . . {organism} small intestine (raw)	FOODON:02010073		
animal	AnimalOrganMenu	{organism} organ	{organism} ruminant reticulum	1	. . {organism} ruminant reticulum	FOODON:02010131		
animal	AnimalOrganMenu	{organism} ruminant reticulum	{organism} ruminant reticulum (raw)	2	. . . . {organism} ruminant reticulum (raw)	FOODON:02010146		
animal	AnimalOrganMenu	{organism} organ	{organism} rumen	1	. . {organism} rumen	FOODON:02010132		
animal	AnimalOrganMenu	{organism} rumen	{organism} rumen (raw)	2	. . . . {organism} rumen (raw)	FOODON:02010147		
animal	AnimalOrganMenu	{organism} organ	{organism} oviduct	1	. . {organism} oviduct	FOODON:02010133		
animal	AnimalOrganMenu	{organism} oviduct	{organism} oviduct (raw)	2	. . . . {organism} oviduct (raw)	FOODON:02010148		
animal	AnimalOrganMenu	{organism} organ	{organism} trachea	1	. . {organism} trachea	FOODON:02010134		
animal	AnimalOrganMenu	{organism} trachea	{organism} trachea (raw)	2	. . . . {organism} trachea (raw)	FOODON:02010149		
animal	AnimalOrganMenu	{organism} organ	{organism} parotid gland	1	. . {organism} parotid gland	FOODON:02010135		
animal	AnimalOrganMenu	{organism} parotid gland	{organism} parotid gland (raw)	2	. . . . {organism} parotid gland (raw)	FOODON:02010150		
animal	AnimalOrganMenu	{organism} organ	{organism} sublingual gland	1	. . {organism} sublingual gland	FOODON:02010136		
animal	AnimalOrganMenu	{organism} sublingual gland	{organism} sublingual gland (raw)	2	. . . . {organism} sublingual gland (raw)	FOODON:02010151		
animal	AnimalOrganMenu	{organism} organ	{organism} tail	1	. . {organism} tail	FOODON:02010137		
animal	AnimalOrganMenu	{organism} tail	{organism} tail (raw)	2	. . . . {organism} tail (raw)	FOODON:02010152		
								
animal	AnimalOrganMenu	piece of {organism_base}	piece of {organism} organ	0	piece of {organism} organ	FOODON:02010074		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} organ (raw)	1	. . piece of {organism} organ (raw)	FOODON:02010090		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} skin	1	. . piece of {organism} skin	FOODON:02010075		
animal	AnimalOrganMenu	piece of {organism} skin	piece of {organism} skin (raw)	2	. . . . piece of {organism} skin (raw)	FOODON:02010091		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} heart	1	. . piece of {organism} heart	FOODON:02010076		
animal	AnimalOrganMenu	piece of {organism} heart	piece of {organism} heart (raw)	2	. . . . piece of {organism} heart (raw)	FOODON:02020008		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} brain	1	. . piece of {organism} brain	FOODON:02010077		
animal	AnimalOrganMenu	piece of {organism} brain	piece of {organism} brain (raw)	2	. . . . piece of {organism} brain (raw)	FOODON:02010093		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} kidney	1	. . piece of {organism} kidney	FOODON:02010078		
animal	AnimalOrganMenu	piece of {organism} kidney	piece of {organism} kidney (raw)	2	. . . . piece of {organism} kidney (raw)	FOODON:02010094		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} liver	1	. . piece of {organism} liver	FOODON:02010079		
animal	AnimalOrganMenu	piece of {organism} liver	piece of {organism} liver (raw)	2	. . . . piece of {organism} liver (raw)	FOODON:02010095		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} spleen	1	. . piece of {organism} spleen	FOODON:02010080		
animal	AnimalOrganMenu	piece of {organism} spleen	piece of {organism} spleen (raw)	2	. . . . piece of {organism} spleen (raw)	FOODON:02010096		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} lung	1	. . piece of {organism} lung	FOODON:02010081		
animal	AnimalOrganMenu	piece of {organism} lung	piece of {organism} lung (raw)	2	. . . . piece of {organism} lung (raw)	FOODON:02010097		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} gizzard	1	. . piece of {organism} gizzard	FOODON:02010082		
animal	AnimalOrganMenu	piece of {organism} gizzard	piece of {organism} gizzard (raw)	2	. . . . piece of {organism} gizzard (raw)	FOODON:02010098		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} tongue	1	. . piece of {organism} tongue	FOODON:02010083		
animal	AnimalOrganMenu	piece of {organism} tongue	piece of {organism} tongue (raw)	2	. . . . piece of {organism} tongue (raw)	FOODON:02010099		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} thymus	1	. . piece of {organism} thymus	FOODON:02010084		
animal	AnimalOrganMenu	piece of {organism} thymus	piece of {organism} thymus (raw)	2	. . . . piece of {organism} thymus (raw)	FOODON:02010100		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} pancreas	1	. . piece of {organism} pancreas	FOODON:02010085		
animal	AnimalOrganMenu	piece of {organism} pancreas	piece of {organism} pancreas (raw)	2	. . . . piece of {organism} pancreas (raw)	FOODON:02010101		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} ovary	1	. . piece of {organism} ovary	FOODON:02010086		
animal	AnimalOrganMenu	piece of {organism} ovary	piece of {organism} ovary (raw)	2	. . . . piece of {organism} ovary (raw)	FOODON:02010102		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} testicle	1	. . piece of {organism} testicle	FOODON:02010087		
animal	AnimalOrganMenu	piece of {organism} testicle	piece of {organism} testicle (raw)	2	. . . . piece of {organism} testicle (raw)	FOODON:02010103		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} stomach	1	. . piece of {organism} stomach	FOODON:02010088		
animal	AnimalOrganMenu	piece of {organism} stomach	piece of {organism} stomach (raw)	2	. . . . piece of {organism} stomach (raw)	FOODON:02010104		
animal	AnimalOrganMenu	piece of {organism} organ	piece of {organism} ear	1	. . piece of {organism} ear	FOODON:02010089		
animal	AnimalOrganMenu	piece of {organism} ear	piece of {organism} ear (raw)	2	. . . . piece of {organism} ear (raw)	FOODON:02010105		
								
								
								
animal	PieceOfAnimalMenu	piece of {organism} meat	piece of {organism} thigh	0	piece of {organism} thigh	FOODON:02010157		
animal	PieceOfAnimalMenu	piece of {organism} thigh	piece of {organism} thigh (raw)	1	. . piece of {organism} thigh (raw)	FOODON:02010164		
animal	PieceOfAnimalMenu	piece of {organism} thigh	piece of {organism} thigh (with skin)	1	. . piece of {organism} thigh (with skin)	FOODON:02010195		
animal	PieceOfAnimalMenu	piece of {organism} thigh (with skin)	piece of {organism} thigh (with skin, raw)	2	. . . . piece of {organism} thigh (with skin, raw)	FOODON:02010196		
animal	PieceOfAnimalMenu	piece of {organism} thigh	piece of {organism} thigh (skinless)	1	. . piece of {organism} thigh (skinless)	FOODON:02010197		
animal	PieceOfAnimalMenu	piece of {organism} thigh (skinless)	piece of {organism} thigh (skinless, raw)	2	. . . . piece of {organism} thigh (skinless, raw)	FOODON:02010198		
animal	PieceOfAnimalMenu	piece(s) of {organism} meat	piece(s) of {organism} thigh	0	piece(s) of {organism} thigh	FOODON:02010274		
animal	PieceOfAnimalMenu	piece(s) of {organism} thigh	piece(s) of {organism} thigh (raw)	1	. . piece(s) of {organism} thigh (raw)	FOODON:02010281		
animal	PieceOfAnimalMenu	piece(s) of {organism} thigh	piece(s) of {organism} thigh (skinless)	1	. . piece(s) of {organism} thigh (skinless)	FOODON:02010290		
animal	PieceOfAnimalMenu	piece(s) of {organism} thigh (skinless)	piece(s) of {organism} thigh (skinless, raw)	2	. . . . piece(s) of {organism} thigh (skinless, raw)	FOODON:02010294		
animal	PieceOfAnimalMenu	piece(s) of {organism} thigh	piece(s) of {organism} thigh (with skin)	1	. . piece(s) of {organism} thigh (with skin)	FOODON:02010298		
animal	PieceOfAnimalMenu	piece(s) of {organism} thigh (with skin)	piece(s) of {organism} thigh (with skin, raw)	2	. . . . piece(s) of {organism} thigh (with skin, raw)	FOODON:02010302		
								
animal	PieceOfAnimalMenu	piece of {organism} meat	piece of {organism} breast	0	piece of {organism} breast	FOODON:02010158		
animal	PieceOfAnimalMenu	piece of {organism} breast	piece of {organism} breast (raw)	1	. . piece of {organism} breast (raw)	FOODON:02010165		
animal	PieceOfAnimalMenu	piece of {organism} breast	piece of {organism} breast (skinless)	1	. . piece of {organism} breast (skinless)	FOODON:02010185		
animal	PieceOfAnimalMenu	piece of {organism} breast (skinless)	piece of {organism} breast (skinless, raw)	2	. . . . piece of {organism} breast (skinless, raw)	FOODON:02010186		
animal	PieceOfAnimalMenu	piece of {organism} breast	piece of {organism} breast (with skin)	1	. . piece of {organism} breast (with skin)	FOODON:02010187		
animal	PieceOfAnimalMenu	piece of {organism} breast (with skin)	piece of {organism} breast (with skin, raw)	2	. . . . piece of {organism} breast (with skin, raw)	FOODON:02010188		
animal	PieceOfAnimalMenu	piece of {organism} breast (with skin)	piece of {organism} breast (with skin, boneless)	2	. . . . piece of {organism} breast (with skin, boneless)	FOODON:02010329		
animal	PieceOfAnimalMenu	piece of {organism} breast (with skin, boneless)	piece of {organism} breast (with skin, boneless, raw)	3	. . . . . . piece of {organism} breast (with skin, boneless, raw)	FOODON:02010323		
animal	PieceOfAnimalMenu	piece of {organism} breast (skinless)	piece of {organism} breast (skinless, boneless)	2	. . . . piece of {organism} breast (skinless, boneless)	FOODON:02010189		
animal	PieceOfAnimalMenu	piece of {organism} breast (skinless, boneless)	piece of {organism} breast (skinless, boneless, raw)	3	. . . . . . piece of {organism} breast (skinless, boneless, raw)	FOODON:02010190		
animal	PieceOfAnimalMenu	piece(s) of {organism} meat	piece(s) of {organism} breast	0	piece(s) of {organism} breast	FOODON:02010275		
animal	PieceOfAnimalMenu	piece(s) of {organism} breast	piece(s) of {organism} breast (raw)	1	. . piece(s) of {organism} breast (raw)	FOODON:02010282		
animal	PieceOfAnimalMenu	piece(s) of {organism} breast	piece(s) of {organism} breast (skinless)	1	. . piece(s) of {organism} breast (skinless)	FOODON:02010292		
animal	PieceOfAnimalMenu	piece(s) of {organism} breast (skinless)	piece(s) of {organism} breast (skinless, raw)	2	. . . . piece(s) of {organism} breast (skinless, raw)	FOODON:02010296		
animal	PieceOfAnimalMenu	piece(s) of {organism} breast	piece(s) of {organism} breast (with skin)	1	. . piece(s) of {organism} breast (with skin)	FOODON:02010300		
animal	PieceOfAnimalMenu	piece(s) of {organism} breast (with skin)	piece(s) of {organism} breast (with skin, raw)	2	. . . . piece(s) of {organism} breast (with skin, raw)	FOODON:02010304		
								
animal	PieceOfAnimalMenu	piece of {organism} meat	piece of {organism} drumstick	0	piece of {organism} drumstick	FOODON:02010159		
animal	PieceOfAnimalMenu	piece of {organism} drumstick	piece of {organism} drumstick (raw)	1	. . piece of {organism} drumstick (raw)	FOODON:02010166		
animal	PieceOfAnimalMenu	piece of {organism} drumstick	piece of {organism} drumstick (with skin)	1	. . piece of {organism} drumstick (with skin)	FOODON:02010177		
animal	PieceOfAnimalMenu	piece of {organism} drumstick (with skin)	piece of {organism} drumstick (with skin, raw)	2	. . . . piece of {organism} drumstick (with skin, raw)	FOODON:02010178		
animal	PieceOfAnimalMenu	piece of {organism} drumstick	piece of {organism} drumstick (skinless)	1	. . piece of {organism} drumstick (skinless)	FOODON:02010179		
animal	PieceOfAnimalMenu	piece of {organism} drumstick (skinless)	piece of {organism} drumstick (skinless, raw)	2	. . . . piece of {organism} drumstick (skinless, raw)	FOODON:02010180		
animal	PieceOfAnimalMenu	piece(s) of {organism} meat	piece(s) of {organism} drumstick	0	piece(s) of {organism} drumstick	FOODON:02010276		
animal	PieceOfAnimalMenu	piece(s) of {organism} drumstick	piece(s) of {organism} drumstick (raw)	1	. . piece(s) of {organism} drumstick (raw)	FOODON:02010283		
animal	PieceOfAnimalMenu	piece(s) of {organism} drumstick	piece(s) of {organism} drumstick (skinless)	1	. . piece(s) of {organism} drumstick (skinless)	FOODON:02010291		
animal	PieceOfAnimalMenu	piece(s) of {organism} drumstick (skinless)	piece(s) of {organism} drumstick (skinless, raw)	2	. . . . piece(s) of {organism} drumstick (skinless, raw)	FOODON:02010295		
animal	PieceOfAnimalMenu	piece(s) of {organism} drumstick	piece(s) of {organism} drumstick (with skin)	1	. . piece(s) of {organism} drumstick (with skin)	FOODON:02010299		
animal	PieceOfAnimalMenu	piece(s) of {organism} drumstick (with skin)	piece(s) of {organism} drumstick (with skin, raw)	2	. . . . piece(s) of {organism} drumstick (with skin, raw)	FOODON:02010303		
								
animal	PieceOfAnimalMenu	piece of {organism} meat	piece of {organism} wing	0	piece of {organism} wing	FOODON:02010160		
animal	PieceOfAnimalMenu	piece of {organism} wing	piece of {organism} wing (raw)	1	. . piece of {organism} wing (raw)	FOODON:02010167		
animal	PieceOfAnimalMenu	piece of {organism} wing	piece of {organism} wing (with skin)	1	. . piece of {organism} wing (with skin)	FOODON:02010199		
animal	PieceOfAnimalMenu	piece of {organism} wing (with skin)	piece of {organism} wing (with skin, raw)	2	. . . . piece of {organism} wing (with skin, raw)	FOODON:02010200		
animal	PieceOfAnimalMenu	piece of {organism} wing	piece of {organism} wing (skinless)	1	. . piece of {organism} wing (skinless)	FOODON:02010201		
animal	PieceOfAnimalMenu	piece of {organism} wing (skinless)	piece of {organism} wing (skinless, raw)	2	. . . . piece of {organism} wing (skinless, raw)	FOODON:02010202		
animal	PieceOfAnimalMenu	piece(s) of {organism} meat	piece(s) of {organism} wing	0	piece(s) of {organism} wing	FOODON:02010277		
animal	PieceOfAnimalMenu	piece(s) of {organism} wing	piece(s) of {organism} wing (raw)	1	. . piece(s) of {organism} wing (raw)	FOODON:02010284		
animal	PieceOfAnimalMenu	piece(s) of {organism} wing	piece(s) of {organism} wing (skinless)	1	. . piece(s) of {organism} wing (skinless)	FOODON:02010293		
animal	PieceOfAnimalMenu	piece(s) of {organism} wing (skinless)	piece(s) of {organism} wing (skinless, raw)	2	. . . . piece(s) of {organism} wing (skinless, raw)	FOODON:02010297		
animal	PieceOfAnimalMenu	piece(s) of {organism} wing	piece(s) of {organism} wing (with skin)	1	. . piece(s) of {organism} wing (with skin)	FOODON:02010301		
animal	PieceOfAnimalMenu	piece(s) of {organism} wing (with skin)	piece(s) of {organism} wing (with skin, raw)	2	. . . . piece(s) of {organism} wing (with skin, raw)	FOODON:02010305		
								
animal	PieceOfAnimalMenu	piece of {organism} meat	piece of {organism} neck	0	piece of {organism} neck	FOODON:02010161		
animal	PieceOfAnimalMenu	piece of {organism} neck	piece of {organism} neck (raw)	1	. . piece of {organism} neck (raw)	FOODON:02010168		
animal	PieceOfAnimalMenu	piece of {organism} neck	piece of {organism} neck (with skin)	1	. . piece of {organism} neck (with skin)	FOODON:02010191		
animal	PieceOfAnimalMenu	piece of {organism} neck (with skin)	piece of {organism} neck (with skin, raw)	2	. . . . piece of {organism} neck (with skin, raw)	FOODON:02010192		
animal	PieceOfAnimalMenu	piece of {organism} neck	piece of {organism} neck (skinless)	1	. . piece of {organism} neck (skinless)	FOODON:02010193		
animal	PieceOfAnimalMenu	piece of {organism} neck (skinless)	piece of {organism} neck (skinless, raw)	2	. . . . piece of {organism} neck (skinless, raw)	FOODON:02010194		
animal	PieceOfAnimalMenu	piece(s) of {organism} meat	piece(s) of {organism} neck	0	piece(s) of {organism} neck	FOODON:02010278		
animal	PieceOfAnimalMenu	piece(s) of {organism} neck	piece(s) of {organism} neck (raw)	1	. . piece(s) of {organism} neck (raw)	FOODON:02010285		
								
animal	PieceOfAnimalMenu	piece of {organism} meat	piece of {organism} back	0	piece of {organism} back	FOODON:02010162		
animal	PieceOfAnimalMenu	piece of {organism} back	piece of {organism} back (raw)	1	. . piece of {organism} back (raw)	FOODON:02010169		
animal	PieceOfAnimalMenu	piece of {organism} back	piece of {organism} back (skinless)	1	. . piece of {organism} back (skinless)	FOODON:02010181		
animal	PieceOfAnimalMenu	piece of {organism} back (skinless)	piece of {organism} back (skinless, raw)	2	. . . . piece of {organism} back (skinless, raw)	FOODON:02010182		
animal	PieceOfAnimalMenu	piece of {organism} back	piece of {organism} back (with skin)	1	. . piece of {organism} back (with skin)	FOODON:02010183		
animal	PieceOfAnimalMenu	piece of {organism} back (with skin)	piece of {organism} back (with skin, raw)	2	. . . . piece of {organism} back (with skin, raw)	FOODON:02010184		
animal	PieceOfAnimalMenu	piece(s) of {organism} meat	piece(s) of {organism} back	0	piece(s) of {organism} back	FOODON:02010279		
animal	PieceOfAnimalMenu	piece(s) of {organism} back	piece(s) of {organism} back (raw)	1	. . piece(s) of {organism} back (raw)	FOODON:02010286		
								
animal	PieceOfAnimalMenu	piece of {organism} meat	piece of {organism} leg	0	piece of {organism} leg	FOODON:02010163		
animal	PieceOfAnimalMenu	piece of {organism} leg	piece of {organism} leg (raw)	1	. . piece of {organism} leg (raw)	FOODON:02010170		
animal	PieceOfAnimalMenu	piece of {organism} leg	piece of {organism} leg (cubed)	1	. . piece of {organism} leg (cubed)	FOODON:02010171		
animal	PieceOfAnimalMenu	piece of {organism} leg (cubed)	piece of {organism} leg (cubed, raw)	2	. . . . piece of {organism} leg (cubed, raw)	FOODON:02010172		
animal	PieceOfAnimalMenu	piece of {organism} leg	piece of {organism} leg (with skin)	1	. . piece of {organism} leg (with skin)	FOODON:02010173		
animal	PieceOfAnimalMenu	piece of {organism} leg (with skin)	piece of {organism} leg (with skin, raw)	2	. . . . piece of {organism} leg (with skin, raw)	FOODON:02010174		
animal	PieceOfAnimalMenu	piece of {organism} leg	piece of {organism} leg (skinless)	1	. . piece of {organism} leg (skinless)	FOODON:02010175		
animal	PieceOfAnimalMenu	piece of {organism} leg (skinless)	piece of {organism} leg (skinless, raw)	2	. . . . piece of {organism} leg (skinless, raw)	FOODON:02010176		
animal	PieceOfAnimalMenu	piece(s) of {organism} meat	piece(s) of {organism} leg	0	piece(s) of {organism} leg	FOODON:02010280		
animal	PieceOfAnimalMenu	piece(s) of {organism} leg	piece(s) of {organism} leg (raw)	1	. . piece(s) of {organism} leg (raw)	FOODON:02010287		
animal	PieceOfAnimalMenu	piece(s) of {organism} leg	piece(s) of {organism} leg (cubed)	1	. . piece(s) of {organism} leg (cubed)	FOODON:02010288		
animal	PieceOfAnimalMenu	piece(s) of {organism} leg (cubed)	piece(s) of {organism} leg (cubed, raw)	2	. . . . piece(s) of {organism} leg (cubed, raw)	FOODON:02010289		
								
animal	PieceOfAnimalMenu	piece(s) of {organism_base}	piece(s) of {organism} organ	0	piece(s) of {organism} organ	FOODON:02010241		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} organ (raw)	1	. . piece(s) of {organism} organ (raw)	FOODON:02010257		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} skin	1	. . piece(s) of {organism} skin	FOODON:02010242		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ (raw)	piece(s) of {organism} skin (raw)	2	. . . . piece(s) of {organism} skin (raw)	FOODON:02010258		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} heart	1	. . piece(s) of {organism} heart	FOODON:02010243		
animal	PieceOfAnimalMenu	piece(s) of {organism} heart	piece(s) of {organism} heart (raw)	2	. . . . piece(s) of {organism} heart (raw)	FOODON:02010259		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} brain	1	. . piece(s) of {organism} brain	FOODON:02010244		
