Ontology ID	parent class	label	Equivalence axiom	Subclass axiom	taxon	definition	definition source	Last Updated	Curation notes	created	contributor	Exact Synonym	Broad Synonym	French syn.	see also	hasDbXref	curation status	comment	image	term requested	EFSA Code	
ID	SC % SPLIT=|	AL rdfs:label@en	EC %	SC % SPLIT=|		AL IAO:0000115@en	A IAO:0000119 SPLIT=|			AT dcterms:date^^xsd:dateTime	A dcterms:contributor SPLIT=|	AL oboInOwl:hasExactSynonym@en SPLIT=|	AL oboInOwl:hasBroadSynonym@en SPLIT=|	AL oboInOwl:hasExactSynonym@fr SPLIT=|	A rdfs:seeAlso SPLIT=|		AI IAO:0000114	AL rdfs:comment@en	AI schema:image			
FOODON:00004351	asparagus bean (raw)	asparagus bean (raw, mature)				A whole raw mature asparagus bean.				2022-11-14T14:10:23Z	https://orcid.org/0000-0001-5275-8866											
FOODON:00004352	pigeon pea (raw)	pigeon pea (immature, raw)				A whole raw immature pigeon pea.				2022-11-14T13:12:45Z	https://orcid.org/0000-0001-5275-8866											
		new food x (split, raw)																				
		new food x (split)																				
FOODON:03000213	dry pea food product	split pea (dried)	'seed split' and 'in taxon' some 'Pisum sativum'		Pisum sativum	A dried split seed of a pea plant (Pisum sativum).	https://en.wikipedia.org/wiki/Split_pea			2022-03-25T17:33:04Z	https://orcid.org/0000-0001-5275-8866											
FOODON:03000214	split pea (dried)	split pea (dried, immature)				A raw split pea.	https://en.wikipedia.org/wiki/Split_pea			2022-03-25T17:34:33Z	https://orcid.org/0000-0001-5275-8866											
FOODON:03000215	split pea (dried)	split pea (dried, mature)	'split pea (dried)' and 'seed mature'			A raw mature split pea.	https://en.wikipedia.org/wiki/Split_pea			2022-03-25T17:35:33Z	https://orcid.org/0000-0001-5275-8866											
FOODON:03000155	shell bean pod	edamame pod	'shell bean pod' and 'has part' some 'seed immature' and 'in taxon' some 'Glycine max'	'has quality' some  'green'	Glycine max	A pod of immature soybeans.	https://en.wikipedia.org/wiki/Edamame			2022-04-07T14:45:43Z	https://orcid.org/0000-0001-5275-8866											
FOODON:03000156	edamame pod	edamame pod (raw)				A raw edamame pod.	https://en.wikipedia.org/wiki/Edamame			2022-04-07T14:46:44Z	https://orcid.org/0000-0001-5275-8866											
		GRDI Terms																				
		new food x (whole or pieces)																				
FOODON:03000217	mango food product	mango (whole or pieces)		'mango' or 'derives from' some 'mango'	Mangifera indica	A whole mango or some substance made from a processed mango.	https://en.wikipedia.org/wiki/Mangifera_indica			2022-04-13T10:35:22Z	https://orcid.org/0000-0001-5275-8866	mango								GRDI		
FOODON:03310788	apple food product	apple (whole or pieces)		'apple' or 'derives from' some 'apple'	Malus domestica	A whole apple or some substance made from processed apple.						apple										
FOODON:03000218	almond food product	almond (whole or pieces)		'almond' or 'derives from' some 'almond'	Prunus dulcis	A whole almond or some substance made from a processed almond.						almond										
FOODON:03315308	vegetable food product	vegetable (whole or pieces)		'vegetable' or 'derives from' some 'vegetable'		A whole vegetable or some substance made from a processed vegetable.	https://en.wikipedia.org/wiki/Vegetable	2022-04-12T12:30:05Z		2022-04-13T09:20:12Z	https://orcid.org/0000-0001-5275-8866	vegetable								GRDI		
FOODON:03000219	ginger food product	ginger leaf (whole or pieces)		'ginger leaf' or 'derives from' some 'ginger leaf'	Zingiber officinale	A whole ginger leaf or some substance made from a processed ginger leaf.	https://en.wikipedia.org/wiki/Ginger			2022-04-13T09:40:25Z	https://orcid.org/0000-0001-5275-8866	ginger leaf								GRDI		
FOODON:03000220	ginger food product	ginger root (whole or pieces)		'ginger root' or 'derives from' some 'ginger root'	Zingiber officinale	A whole ginger root or some substance made from a processed ginger root.	https://en.wikipedia.org/wiki/Ginger				https://orcid.org/0000-0001-5275-8866	ginger root|ginger										
FOODON:03000221	spinach food product	spinach (whole or pieces)		'in taxon' some 'Spinacia oleracea'	Spinacia oleracea	Whole spinach or some substance made from processed spinach.	https://en.wikipedia.org/wiki/Spinach			2022-04-13T12:10:13Z	https://orcid.org/0000-0001-5275-8866	spinach								GRDI		
FOODON:03000222	coriander food product	coriander (whole or pieces)		'in taxon' some 'Coriandrum sativum'	Coriandrum sativum	Whole coriander or some substance made from processed coriander.	https://en.wikipedia.org/wiki/Coriander					corinader										
FOODON:03000223	coriander (whole or pieces)	coriander leaf (whole or pieces)				A whole coriander leaf or some substance made from a processed coriander leaf.	https://en.wikipedia.org/wiki/Coriander					coriander leaf										
FOODON:03000224	coriander (whole or pieces)	coriander seed (whole or pieces)				A whole coriander seed or some substance made from a processed coriander seed.	https://en.wikipedia.org/wiki/Coriander					coriander seed										
FOODON:03000226	oregano food product	oregano (whole or pieces)		'oregano leaf' or 'derives from' some 'oregano leaf'	Origanum vulgare	A whole oregano leaf or some substance made from a processed oregano leaf.	https://en.wikipedia.org/wiki/Oregano			2022-04-13T11:45:13Z	https://orcid.org/0000-0001-5275-8866	oregano								GRDI		
FOODON:03301557	oregano (whole or pieces)	oregano leaf	'leaf' and 'in taxon' some 'Origanum vulgare'		Origanum vulgare	A whole leaf of an oregano plant (Origanum vulgare).	https://en.wikipedia.org/wiki/Oregano			2022-03-07T15:45:45Z	https://orcid.org/0000-0001-5275-8866											
FOODON:03000027	oregano leaf	oregano leaf (dried)				A whole dried oregano leaf.	https://en.wikipedia.org/wiki/Oregano			2022-03-07T16:10:13Z	https://orcid.org/0000-0001-5275-8866	dried oregano leaf										
FOODON:00002318	tomato food product	tomato (whole or pieces)		'tomato' or 'derives from' some 'tomato'	Solanum lycopersicum	A whole tomato or some substance made from a processed tomato.	https://en.wikipedia.org/wiki/Tomato			2022-04-13T12:27:40Z	https://orcid.org/0000-0001-5275-8866	tomato								GRDI		
FOODON:03000228	papaya food product	papaya (whole or pieces)		'papaya' or 'derives from' some 'papaya'	Carica papaya	Whole papaya or some substance made from processed papaya.	https://en.wikipedia.org/wiki/Papaya			2022-04-12T11:25:51Z	https://orcid.org/0000-0001-5275-8866	papaya								GRDI		
FOODON:03316466	walnut food product	walnut (whole or pieces)		'walnut' or 'derives from' some 'walnut'	Juglans	A whole or processed walnut.	https://en.wikipedia.org/wiki/Walnut			2022-04-13T12:47:02Z	https://orcid.org/0000-0001-5275-8866	walnut								GRDI		
FOODON:03000229	cucumber food product	cucumber (whole or pieces)		'cucumber' or 'derives from' some 'cucumber'	Cucumis sativus	A whole cucumber or some substance made from a processed cucumber.					https://orcid.org/0000-0001-5275-8866	cucumber										
FOODON:03000230	parsley food product	parsley (whole or pieces)		'in taxon' some 'Petroselinum crispum'	Petroselinum crispum	A whole or processed parsley.	https://en.wikipedia.org/wiki/Parsley			2022-04-13T14:52:18Z	https://orcid.org/0000-0001-5275-8866	parsley								GRDI		
FOODON:03000231	parsley (whole or pieces)	parsley leaf (whole or pieces)				A whole parsley leaf or some substance made from a processed parsley leaf.	https://en.wikipedia.org/wiki/Parsley				https://orcid.org/0000-0001-5275-8866	parsley leaf										
FOODON:03000233	basil food product	basil (whole or pieces)		'in taxon' some 'Ocimum basilicum'	Ocimum basilicum	Whole basil or some substance made from processed basil.	https://en.wikipedia.org/wiki/Basil			2022-04-12T12:03:13Z	https://orcid.org/0000-0001-5275-8866	basil								GRDI		
FOODON:03000234	basil (whole or pieces)	basil leaf (whole or pieces)				A whole basil leaf or some substance made from a processed basil leaf.	https://en.wikipedia.org/wiki/Basil				https://orcid.org/0000-0001-5275-8866	basil leaf										
FOODON:03000235	kale food product	kale (whole or pieces)		'in taxon' some 'kale plant'		Whole kale or some substance made from processed kale.	https://en.wikipedia.org/wiki/Kale			2022-04-13T09:55:24Z	https://orcid.org/0000-0001-5275-8866	kale								GRDI		
FOODON:03000236	kale (whole or pieces)	kale leaf (whole or pieces)				A whole kale leaf or some substance made from a processed kale leaf.						kale leaf										
FOODON:03000237	mint food product	mint (whole or pieces)		'in taxon' some 'Mentha'	Mentha	Whole mint or some substance made from processed mint.	https://en.wikipedia.org/wiki/Mentha				https://orcid.org/0000-0001-5275-8866	mint										
FOODON:03000238	mint (whole or pieces)	mint leaf (whole or pieces)		'mint leaf' or 'derives from' some 'mint leaf'		A whole mint leaf or some substance made from a processed mint leaf.					https://orcid.org/0000-0001-5275-8866	mint leaf										
																						
FOODON:03000240	chive food product	chive leaf (whole or pieces)		'in taxon' some 'Allium schoenoprasum'	Allium schoenoprasum	A whole chive leaf or some substance made from a processed chive leaf.					https://orcid.org/0000-0001-5275-8866	chive leaf										
FOODON:03000242	black pepper food product	black pepper (whole or pieces)		'in taxon' some 'black pepper plant'		A whole black pepper or some substance made from processed black pepper.					https://orcid.org/0000-0001-5275-8866	black pepper										
FOODON:03000243	cantaloupe fruit food product	cantaloupe (whole or pieces)		'cantaloupe' or 'derives from' some 'cantaloupe'	Cucumis melo var. cantalupo	A whole cantaloupe or some substance made from a processed cantaloupe.					https://orcid.org/0000-0001-5275-8866	cantaloupe|rockmelon|sweet melon|spanspek										
																						
FOODON:03304996	soybean food product	soybean (whole or pieces)		'soybean' or 'derives from' some 'soybean'	Glycine max	A whole soybean or some substance made from a processed soybean.					https://orcid.org/0000-0001-5275-8866	soybean										
FOODON:03000246	cardamom food product	cardamom seed (whole or pieces)		'cardamom seed' or 'derives from' some 'cardamom seed'	Elettaria cardamomum	A whole cardamom or some substance made from a processed cardamom.					https://orcid.org/0000-0001-5275-8866	cardamom										
FOODON:00003792	cardamom food product	cardamom seed	'seed' and 'in taxon' some 'Elettaria cardamomum'		Elettaria cardamomum	A seed of a cardamom plant (Elettaria cardamomum).	https://en.wikipedia.org/wiki/Cardamom			2021-02-12T06:54:44		cardamom|cardamon										
FOODON:03000247	black cumin food product	black cumin seed (whole or pieces)		'in taxon' some 'Nigella sativa'	Nigella sativa	Whole black cumin seed or some substance made from a processed black cumin seed.	https://en.wikipedia.org/wiki/Nigella_sativa				https://orcid.org/0000-0001-5275-8866	black cumin|black cumin seed|black caraway										
FOODON:03309861	coconut food product	coconut (whole or pieces)				A whole coconut or some substance made from a processed coconut.																
FOODON:03000249	pepper vegetable food product	pepper (whole or pieces)				A whole pepper or some substance made from processed pepper.																
FOODON:03000250	scallion food product	scallion (whole or pieces)				A whole scallion or some substance made from a processed scallion.																
FOODON:03000251	peppercorn food product	white peppercorn (whole or pieces)				A whole white peppercorn or some substance made from a processed white peppercorn.																
		wheat/rice																				
FOODON:03000252	wild rice food product	wild rice kernel	'caryopsis fruit' and 'in taxon' some 'wild rice plant'			A caryopsis fruit of a wild rice plant.	https://books.google.ca/books?id=_J1x6-7rEhgC&pg=PA421&lpg=PA421&dq=is+wild+rice+also+a+caryopsis+fruit&source=bl&ots=Mjd60eLviZ&sig=ACfU3U1VybBSwUNvn1c-l8TpfZK5VwujQw&hl=en&sa=X&ved=2ahUKEwjb-NSsuZn4AhUdmo4IHUIFAnoQ6AF6BAg4EAM#v=onepage&q=is%20wild%20rice%20also%20a%20caryopsis%20fruit&f=false|https://en.wikipedia.org/wiki/Wild_rice				https://orcid.org/0000-0001-5275-8866											
FOODON:03000253	wild rice kernel	wild rice kernel (raw)				A raw wild rice kernel.					https://orcid.org/0000-0001-5275-8866											
FOODON:00003154	spelt food product	spelt kernel	'caryopsis fruit' and 'in taxon' some 'Triticum spelta'		Triticum spelta	A whole kernel of spelt (Triticum spelta)																
FOODON:03000254	spelt kernel	spelt kernel (raw)	'spelt kernel' and 'has quality' some raw			A raw spelt kernel.					https://orcid.org/0000-0001-5275-8866											
FOODON:03000255	caryopsis fruit	teff kernel	'caryopsis fruit' and 'in taxon' some 'Eragrostis tef'		Eragrostis tef	A caryopsis fruit from a teff plant (Eragrostis tef).	https://paleofoundation.com/grains-and-pseudograins/|https://en.wikipedia.org/wiki/Teff				https://orcid.org/0000-0001-5275-8866											
FOODON:03000256	teff kernel	teff kernel (raw)	'teff kernel' and 'has quality' some raw			A whole raw teff grain.	https://paleofoundation.com/grains-and-pseudograins/|https://en.wikipedia.org/wiki/Teff				https://orcid.org/0000-0001-5275-8866											
FOODON:03000257	wheat bran	wheat bran (raw)				Wheat bran that is unprocessed.					https://orcid.org/0000-0001-5275-8866											
FOODON:03000258	wheat germ	wheat germ (raw)				The wheat germ that is unprocessed.					https://orcid.org/0000-0001-5275-8866											
FOODON:03000259	rice bran	rice bran (raw)				Rice bran that is unprocessed.					https://orcid.org/0000-0001-5275-8866											
																						
																						
																						
FOODON:03000263	white rice food product	short-grain white rice				A white rice food product which is an endosperm of a short-grain rice plant.	FoodOn															
FOODON:03000264	short-grain white rice	short-grain white rice (uncooked)				A short-grain white rice endosperm which is uncooked.	FoodOn															
FOODON:03000265	rice (medium grain, raw)	medium-grain white rice (uncooked)				A medium-grain rice endosperm which is uncooked.	FoodOn															
FOODON:03000266	rice (medium grain, raw)	medium-grain brown rice kernel (uncooked)				A medium-grain rice kernel which is from a brown rice plant and is uncooked.	FoodOn															
FOODON:00003786	rice kernel food product	long grain rice kernel				A rice kernel which is at least three times longer than it is wide.						long grain rice								Genome Tracker		
FOODON:03000267	long grain rice kernel	long grain brown rice kernel				A long-grain rice kernel which is from a brown rice plant.	FoodOn															
FOODON:03000268	long grain brown rice kernel	long grain brown rice kernel (uncooked)				A long-grain brown rice kernel which is uncooked.	FoodOn															
FOODON:03000269	rye flour	dark rye flour				Rye flour which includes all the bran and the germ.	https://opentextbc.ca/ingredients/chapter/rye-flour/				https://orcid.org/0000-0001-5275-8866							has an ash content of 2%				
FOODON:03000270	rye flour	medium rye flour				Rye flour obtained from the kernels after the bran and shorts have been removed.	https://opentextbc.ca/ingredients/chapter/rye-flour/				https://orcid.org/0000-0001-5275-8866							has an ash content of 1%				
FOODON:03000271	rye flour	light rye flour				Rye flour obtained from the centre of the rye kernel.	https://opentextbc.ca/ingredients/chapter/rye-flour/				https://orcid.org/0000-0001-5275-8866											
FOODON:03000272	pastry flour|whole wheat flour	whole wheat pastry flour				A whole-grain flour milled from low-protein soft spring wheat.	https://www.recipetips.com/kitchen-tips/t--1026/types-of-wheat-flour.asp|				https://orcid.org/0000-0001-5275-8866											
FOODON:03000273	white rice food product	long-grain white rice (uncooked)				A white rice food product which is an uncooked endosperm of a long-grain rice plant.																
FOODON:03000279	buckwheat food product	whole groat buckwheat flour				A buckwheat food product which is flour made from fruit seeds (which are gluten free) from buckwheat plants.																
FOODON:03000274	kelp blade	kelp blade (raw)				A blade of kelp which is raw.	https://en.wikipedia.org/wiki/Kelp				https://orcid.org/0000-0001-5275-8866		kelp									
FOODON:03000275	algal food product	red algae food product				An algal food product made of red algae.																
FOODON:03000276	red algae food product	irish moss (raw)				A red algae food product which is derived from an Irish Moss seaweed plant.	https://en.wikipedia.org/wiki/Chondrus_crispus				https://orcid.org/0000-0001-5275-8866	carrageen moss										
FOODON:03000431	plant seed food product	chia food product																				
FOODON:03000241	chia food product	chia seed (whole or pieces)		'chia seed' or 'derives from' some 'chia seed'		A whole chia seed or some substance made from a processed chia seed.					https://orcid.org/0000-0001-5275-8866	chia seed										
FOODON:00002961	chia food product	chia seed	'seed' and 'in taxon' some 'Salvia hispanica'		Salvia hispanica	A seed of a chia plant (Salvia hispanica).	https://en.wikipedia.org/wiki/Chia_seed			2019-08-11T20:07:07		chia seed								Genome Tracker		
FOODON:03000432	spice food product	curry leaf food product				A food product derives from the leaf of a curry plant.																
FOODON:03000225	leaf|curry leaf food product	curry leaf (whole or pieces)		'curry leaf' or 'derives from' some 'curry leaf'	Murraya koenigii	A whole curry leaf or some substance made from a processed curry leaf.						curry leaf										
FOODON:03000122	curry leaf food product	curry leaf	'leaf' and 'in taxon' some 'Murraya koenigii'		Murraya koenigii	A leaf from a curry tree.	https://en.wikipedia.org/wiki/Curry_tree			2022-04-04T10:54:02Z	https://orcid.org/0000-0001-5275-8866											
FOODON:03000433	squash food product	squash (whole or pieces)		'squash' or 'derives from' some 'squash'		A whole squash or some substance made from a processed squash.																
FOODON:00003539	pepo fruit	squash	'pepo fruit' and 'in taxon' some 'Cucurbita'			A pepo fruit varietal of a squash plant (Cucurbita).	https://en.wikipedia.org/wiki/Cucurbita			2020-10-20T12:01:59	https://orcid.org/0000-0001-5275-8866											
FOODON:03000434	squash (whole or pieces)	summer squash (whole or pieces)		'in taxon' some 'Cucurbita pepo'		Whole summer squash or some substance made from processed summer squash.																
FOODON:03000232	summer squash (whole or pieces)	pattypan squash (whole or pieces)		'in taxon' some 'scallop squash plant'		A whole pattypan squash or some substance made from a processed pattypan squash.	https://en.wikipedia.org/wiki/Pattypan_squash			2022-04-12T11:58:07Z	https://orcid.org/0000-0001-5275-8866	pattypan squash|scallopini squash|custard squash|button squash|scallop squash								GRDI		
FOODON:03000435	cranberry bean food product	cranberry bean (mature, boiled)				A mature and boiled cranberry seed.																
FOODON:03000436	algal food product	seaweed food product				A food product that is derived from seaweed.																
FOODON:03000277	seaweed food product	aonori (raw)		'in taxon' some (Monostroma  or Ulva)	Monostroma;Ulva	A raw seaweed food product which is derived from some Monostroma or Ulva genus of seaweed plant.	https://en.wikipedia.org/wiki/Green_laver				https://orcid.org/0000-0001-5275-8866	green laver										
FOODON:03000176	leaf	chervil leaf	'leaf' and 'in taxon' some 'Anthriscus cerefolium'		Anthriscus cerefolium	A leaf of a chervil plant (Anthriscus cerefolium).	https://en.wikipedia.org/wiki/Chervil			2022-11-23T10:10:07Z	https://orcid.org/0000-0001-5275-8866	french parsley leaf|garden chervil leaf										
FOODON:03000178	chervil leaf	chervil leaf (dried)				A whole dried chevril leaf.	https://en.wikipedia.org/wiki/Chervil			2022-11-23T10:15:21Z	https://orcid.org/0000-0001-5275-8866											
																						
FOODON:03000163	winged bean (raw)	winged bean (raw, immature)				A raw, immature winged bean.				2022-11-23T10:46:09Z	https://orcid.org/0000-0001-5275-8866											
FOODON:03000106	cucumber food product	cucumber (peeled)	'derives from' some 'cucumber' and 'vegetable (peeled)'			A cucumber that has its skin peeled.				2022-11-23T11:06:51Z	https://orcid.org/0000-0001-5275-8866											
FOODON:00004353	white glutinous rice|long-grain white rice (uncooked)	white glutinous rice				A long grain white rice endosperm that has a low amylose starch content.				2022-11-23T11:15:42Z	https://orcid.org/0000-0001-5275-8866											
FOODON:00004354	white glutinous rice	white glutinous rice (uncooked)				A white glutinous rice endosperm that is uncooked.	https://en.wikipedia.org/wiki/Glutinous_rice|https://www.webstaurantstore.com/guide/658/types-of-rice.html			2022-11-23T11:37:21Z	https://orcid.org/0000-0001-5275-8866											
FOODON:00004355	brassica food product	mustard spinach food product				A brassica food product that is derived from japense mustard spinach plant.	https://en.wikipedia.org/wiki/Komatsuna			2022-11-23T11:42:07Z	https://orcid.org/0000-0001-5275-8866											
FOODON:00004356	mustard spinach food product	mustard spinach leaf	'leaf' and 'in taxon' some 'Brassica rapa var. perviridis'		Brassica rapa var. perviridis	A leaf of a mustard spinach plant (Brassica rapa var. perviridis)	https://en.wikipedia.org/wiki/Komatsuna			2022-11-23T11:45:36Z	https://orcid.org/0000-0001-5275-8866	Komatsuna|japanese mustard spinach|spinach mustard|tendergreen|kabuna										
FOODON:00004357	mustard spinach leaf	mustard spinach leaf (raw)				A whole raw mustard spinach leaf.	https://en.wikipedia.org/wiki/Komatsuna			2022-11-23T11:49:36Z	https://orcid.org/0000-0001-5275-8866											
FOODON:00004358	kelp (whole or pieces)	kelp (raw)				A raw kelp frond or part thereof.																
FOODON:00004330	rice food product	rice husk				A husk of a rice kernel.	https://en.wikipedia.org/wiki/Rice_hulls															
FOODON:00004327	rice kernel food product	rice				An aggregate of rice kernels.	https://en.wikipedia.org/wiki/Rice			2022-12-31T18:06:53Z	https://orcid.org/0000-0002-8844-9165							Rice is a somewhat ambiguous term that allows white, brown, black etc. varietals in various stages of processing.				
FOODON:00004329	rice food product	rice kernel with husk				A rice kernel which is attached to its husk.	https://en.wikipedia.org/wiki/Rice_hulls															
FOODON:03311875	rice food product	rice with husk				An aggregate of rice kernels which are attached to their husks.	https://en.wikipedia.org/wiki/Rice_hulls					paddy rice										
FOODON:00004359	berry food product	goji berry food product				A food product that is derived from a goji berry plant.	https://en.wikipedia.org/wiki/Goji															
FOODON:00004360	berry	goji berry		'in taxon' some ('Lycium barbarum' or 'Lycium chinense')	Lycium barbarum|Lycium chinense	A fruit of matrimony vine (Lycium barbarum) or wolfberry plant (Lycium chinense).						Goji|wolfberry										
FOODON:00004435	nut food product	hickory nut food product				A food product which derives from a hickory cultivar (Carya) nut.	https://en.wikipedia.org/wiki/Hickory			2023-06-18T15:53:21Z	https://orcid.org/0000-0002-8461-9745											
FOODON:00003089	mustard spinach food product	hickory nut	'drupe fruit' and 'in taxon' some Carya		Carya	A drupe fruit of a hickory cultivar (Carya).				2019-08-24T23:23:35Z	https://orcid.org/0000-0002-6020-5919											
FOODON:00004448	hickory nut	pignut hickory nut	'caryopsis fruit' and 'in taxon' some 'Carya glabra'		Carya glabra	A whole hickory nut from a pignut hickory tree (Carya glabra).				2023-06-18T15:53:21Z	https://orcid.org/0000-0002-6020-5919											
FOODON:00004449	hickory nut	shellback hickory nut	'hickory nut' and 'in taxon' some 'Carya laciniosa'		Carya laciniosa	A whole hickory nut from a shellback hickory tree (Carya lacinosa)				2023-06-18T15:53:21Z	https://orcid.org/0000-0002-6020-5919	Shellbark hickory										
FOODON:00004450	hickory nut	red hickory nut	'hickory nut' and 'in taxon' some 'Carya ovalis'		Carya ovalis	A whole hickory nut from a red hickory tree (Carya ovalis)				2023-06-18T15:53:21Z	https://orcid.org/0000-0002-6020-5919	Sweet pignut hickory										
FOODON:00004451	hickory nut	shagbark hickory nut	'hickory nut' and 'in taxon' some 'Carya ovata'		Carya ovata	A whole hickory nut from a shagbark hickory tree (Carya ovata)				2023-06-18T15:53:21Z	https://orcid.org/0000-0002-6020-5919											
FOODON:00004452	hickory nut	mexican hickory nut	'hickory nut' and 'in taxon' some 'Carya palmeri'		Carya palmeri	A whole hickory nut from a mexican hickory tree (Carya palmeri)				2023-06-18T15:53:21Z	https://orcid.org/0000-0002-6020-5919											
FOODON:00004453	hickory nut	black hickory nut	'hickory nut' and 'in taxon' some 'Carya texana'		Carya texana	A whole hickory nut from a black hickory tree (Carya texana)				2023-06-18T15:53:21Z	https://orcid.org/0000-0002-6020-5919											
FOODON:00002107	hickory nut food product	pecan nut food product				A food product which derives from a pecan cultivar (Carya illinoinensis) nut.				2023-06-18T15:53:21Z												
FOODON:00003699	pecan nut food product	pecan	'hickory nut' and 'in taxon' some 'Carya illinoinensis'		Carya illinoinensis	A whole hickory nut from a pecan hickory tree (Carya illinoinensis)	https://en.wikipedia.org/wiki/Pecan			2021-02-11T06:29:22			hickory nut									
FOODON:00004431	nut food product	mafurra nut food product				A food product derived from a mafurra (Trichilia emetica) nut.				2023-06-19T08:07:21Z												
FOODON:00004343	mafurra nut food product	mafurra nut	'capsule fruit' and 'in taxon' some 'Trichilia emetica'		Trichilia emetica	A whole mafurra nut.				2023-06-19T08:07:21Z												
FOODON:00004368	plant food product	moringa food product				A food product which derives from a moringa tree (Moringa).				2023-06-19T08:07:21Z												
FOODON:00004369	moringa pod	moringa pod (raw)			Moringa	A moringa pod which is raw.				2023-06-19T08:07:21Z	https://orcid.org/0000-0002-8844-9165											
FOODON:00004381	plant food product	pitaya food product			pitaya plant	A food product derived from a pitaya fruit.	https://en.wikipedia.org/wiki/Pitaya			2023-06-19T08:07:21Z												
FOODON:00004382	pitaya food product	pitaya fruit	'berry fruit' and 'in taxon' some 'pitaya plant'			A fruit of several different cactus species of the family Cactaceae which are indigenous to the region of southern Mexico and along the Pacific coasts of Guatemala, Costa Rica, and El Salvador.	https://en.wikipedia.org/wiki/Pitaya			2023-06-19T08:07:21Z								"Pitaya usually refers to fruit of the genus Stenocereus, while pitahaya or dragon fruit refers to fruit of the genus Selenicereus" - https://en.wikipedia.org/wiki/Pitaya				
FOODON:00004383	pitaya fruit	yellow pitaya fruit	'berry fruit' and 'in taxon' some 'Selenicereus megalanthus'		Selenicereus megalanthus	A fruit from the yellow pitaya cactus (Selenicereus megalanthus).				2023-06-19T08:07:21Z												
FOODON:00004385	pitaya fruit	dragon fruit	'berry fruit' and 'in taxon' some 'Selenicereus undatus'		Selenicereus undatus	A fruit from the dragon fruit cactus (Selenicereus undatus).				2023-06-19T08:07:21Z											A0DQS	
FOODON:00004392	berry food product	beautyberry food product	'berry food product' and 'derives from' some 'beautyberry'			A food product which derices from beautyberries.				2023-06-19T08:07:21Z												
FOODON:00004393	beautyberry food product	beautyberry	'berry fruit' and 'in taxon' some 'Callicarpa <eudicots>'			A berry of a Callicarpa genus plant.				2023-06-19T08:07:21Z												
FOODON:00004394	beautyberry	black beautyberry	'beautyberry' and 'in taxon' some 'Callicarpa acuminata'			A berry from the black beautyberry plant (Callicarpa acuminata).				2023-06-19T08:07:21Z												
FOODON:00004395	black beautyberry	black beautyberry (raw)	'black beautyberry' and 'has quality' some raw			A raw black beautyberry.				2023-06-19T08:07:21Z												
FOODON:00004396	beautyberry	american beautyberry		'in taxon' some 'Callicarpa americana'	Callicarpa americana	A berry from the american beautyberry plant (Callicarpa americana).				2023-06-19T08:07:21Z												
FOODON:00004397	american beautyberry	american beautyberry (raw)	'american beautyberry' and 'has quality' some raw			A raw american beautyberry.				2023-06-19T08:07:21Z												
FOODON:00004398	beautyberry	welchs pink berry		'in taxon' some 'Callicarpa americana'		A berry from the Welchs pink berry plant, a Callicarpa americana cultivar.				2023-06-19T08:07:21Z												
FOODON:00004399	welchs pink berry	welchs pink berry (raw)	'welchs pink berry' and 'has quality' some raw			A raw Welchs pink berry.				2019-08-13T05:27:41Z												
FOODON:00001949	cereal grain food product	hemp food product				A food product that derives from a hemp plant.				2023-06-19T08:07:21Z												
FOODON:00004402	hemp food product	hemp seed (with hull)	'seed' and 'in taxon' some 'Cannabis sativa'		Cannabis sativa	A seed with hull (pericarp) from a hemp plant (Cannabis sativa).				2023-06-19T08:07:21Z												
FOODON:00004401	hemp seed (with hull)	hemp seed (with hull, raw)	'hemp seed (with hull)' and 'has quality' some raw			A hemp seed with hull that is raw.				2023-06-19T08:07:21Z												
FOODON:00004400	hemp food product	hemp seed (dehulled, raw)				A raw hemp seed with its hull removed.				2023-06-19T08:07:21Z		raw hemp heart										
FOODON:00004467	pepper vegetable food product	habanero	'berry fruit' and 'in taxon' some 'Capsicum chinense'		Capsicum chinense	A berry fruit from a habanero plant (Capsicum chinense).																
FOODON:00004403	habanero	habanero (raw)	'habanero' and 'has quality' some raw			A raw habanero pepper.				2023-06-19T08:07:21Z												
FOODON:00002998	plant food product	ivy gourd food product				A food product made from an ivy gourd plant species.				2023-06-19T08:07:21Z												
FOODON:00004468	ivy gourd food product	ivy gourd			Coccinia grandis	A fruit of an ivy gourd plant (Coccinia grandis).																
FOODON:00004406	ivy gourd	ivy gourd (raw)				A raw ivy gourd.				2019-08-13T05:27:41Z												
FOODON:00004407	ivy gourd	ivy gourd (fresh frozen)		'ivy gourd' and 'has quality' some 'fresh frozen'		An ivy gourd which is frozen and was fresh frozen.				2023-06-19T08:07:21Z												
																						
FOODON:00004529	barley seed (raw)	spring barley seed (raw)				A raw seed from a spring barley plant varietal		2023-11-16T05:19:25Z			https://orcid.org/0000-0002-8844-9165											
FOODON:00004714	berry food product	pokeberry food product				A food product that has a defining ingredient a pokeberry part.																
FOODON:00004561	pokeberry food product	pokeberry shoot				A shoot of a pokeberry plant.																
FOODON:00004562	pokeberry shoot	pokeberry shoot (raw)				A raw pokeberry shoot.																
FOODON:00004563	chicory food product|rosette	radicchio head				A rosette of a radicchio plant.																
FOODON:00004564	radicchio head	radicchio head (raw)				A whole raw radicchio head.																
FOODON:00004565	winter squash	winter squash (raw)	'winter squash' and 'has quality' some 'raw'			A raw winter squash.																
		Note: PTFI Requests (Anoosha- March 2024)																				
