Ontology ID	parent class	label	Equivalence axiom	Subclass axiom	taxon	definition	definition source	Last Updated	Curation notes	created	contributor	Exact Synonym	Broad Synonym	French syn.	see also	hasDbXref	curation status	comment	image	term requested	EFSA Code	
ID	SC % SPLIT=|	AL rdfs:label@en	EC %	SC % SPLIT=|		AL IAO:0000115@en	A IAO:0000119 SPLIT=|			AT dcterms:date^^xsd:dateTime	A dcterms:contributor SPLIT=|	AL oboInOwl:hasExactSynonym@en SPLIT=|	AL oboInOwl:hasBroadSynonym@en SPLIT=|	AL oboInOwl:hasExactSynonym@fr SPLIT=|	A rdfs:seeAlso SPLIT=|		AI IAO:0000114	AL rdfs:comment@en	AI schema:image			
FOODON:00002473	pome fruit	apple	'pome fruit' and 'in taxon' some 'Malus domestica'		Malus domestica	A pome fruit of an apple tree (Malus domestica).					https://orcid.org/0000-0002-8844-9165				https://www-atlasobscura-com.cdn.ampproject.org/c/s/www.atlasobscura.com/articles/heritage-appalachian-apples.amp		IAO:0000122	A whole apple may include a stem.				
FOODON:00002560	apple	Red Delicious apple	'apple' and 'in taxon' some 'Red Delicious apple tree'			A pome fruit of a Red Deliciousapple tree cultivar.	https://en.wikipedia.org/wiki/Red_Delicious			2019-04-13T17:08:41												
FOODON:00004201	Red Delicious apple	Red Delicious apple (raw)	'Red Delicious apple' and 'has quality' some raw			A raw Red Delicious apple.	https://en.wikipedia.org/wiki/Red_Delicious			2022-02-17T19:34:52	https://orcid.org/0000-0002-8844-9165											
FOODON:00002862	apple	Fuji apple	'apple' and 'in taxon' some 'Fuji apple tree'			A pome fruit of a Fuji apple tree cultivar.	https://en.wikipedia.org/wiki/Fuji_(apple)			2019-08-07T20:37:28												
FOODON:00004205	Fuji apple	Fuji apple (raw)				A whole raw Fuji apple.	https://en.wikipedia.org/wiki/Fuji_(apple)			2022-02-17T19:34:52	https://orcid.org/0000-0002-8844-9165											
FOODON:00003348	apple	Gala apple				A pome fruit of a Gala apple tree cultivar.	https://en.wikipedia.org/wiki/Gala_(apple)			2020-06-06T00:48:34												
FOODON:00004204	Gala apple	Gala apple (raw)				A whole raw Gala apple.	https://en.wikipedia.org/wiki/Gala_(apple)			2022-02-17T19:34:52	https://orcid.org/0000-0002-8844-9165											
FOODON:00002853	apple	Granny Smith apple	'apple' and 'in taxon' some 'Granny Smith apple tree'			A pome fruit of a Granny Smith apple tree cultivar.	https://en.wikipedia.org/wiki/Granny_Smith			2019-08-07T19:34:52												
FOODON:00004206	Granny Smith apple	Granny Smith apple (raw)				A whole raw Granny Smith apple.	https://en.wikipedia.org/wiki/Granny_Smith			2022-02-17T19:34:52	https://orcid.org/0000-0002-8844-9165											
FOODON:00004202	apple	Golden Delicious apple				A pome fruit of a Golden Delicious apple tree cultivar.	https://en.wikipedia.org/wiki/Golden_Delicious			2022-02-17T19:34:52	https://orcid.org/0000-0002-8844-9165											
FOODON:00004203	Golden Delicious apple	Golden Delicious apple (raw)				A whole raw Golden Delicious apple.	https://en.wikipedia.org/wiki/Golden_Delicious			2022-02-17T19:34:52	https://orcid.org/0000-0002-8844-9165	golden delicious apple										
																						
FOODON:00002775	seed	bambara groundnut	'seed' and 'in taxon' some 'Vigna subterranea'		Vigna subterranea	A seed of a bambara groundnut plant (Vigna subterranea).	https://en.wikipedia.org/wiki/Vigna_subterranea			2019-07-09T17:59:28	https://orcid.org/0000-0002-8844-9165	ground-bean|hog-peanut					IAO:0000122					
FOODON:03316257	berry fruit	Cavendish banana	'berry fruit' and 'in taxon' some 'Musa acuminata AAA Group'		Musa acuminata AAA Group	A berry fruit of a banana tree (Musa acuminata AAA Group).					https://orcid.org/0000-0002-8844-9165	banana					IAO:0000122					
FOODON:00003394	caryopsis fruit	barley seed	'caryopsis fruit' and 'in taxon' some 'Hordeum vulgare subsp. vulgare'		Hordeum vulgare subsp. vulgare	A caryopsis fruit of a barley plant (Hordeum vulgare subsp. vulgare).				2020-09-06T15:28:35	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:03317254	primary root	beetroot	'primary root' and 'in taxon' some 'Beta vulgaris'		Beta vulgaris	A primary root of a commonbeet plant (Beta vulgaris).					https://orcid.org/0000-0002-8844-9165	beet					IAO:0000122					
FOODON:00003131	whole wheat kernel	common wheat kernel	'caryopsis fruit' and 'in taxon' some 'Triticum aestivum'		Triticum aestivum	A caryopsis fruit of a common wheat plant (Triticum aestivum).	https://en.wikipedia.org/wiki/Common_wheat			2019-08-25T16:34:00	https://orcid.org/0000-0002-8844-9165	bread wheat kernel|bread wheat					IAO:0000122	About 95% of wheat produced worldwide is common wheat.				
FOODON:00003405	raceme inflorescence	broccoli floret	'raceme inflorescence' and 'in taxon' some 'Brassica oleracea var. italica'		Brassica oleracea var. italica	A raceme inflorescence of a broccoli plant(Brassica oleracea var. italica).				2020-09-09T07:15:35	https://orcid.org/0000-0002-8844-9165	broccoli					IAO:0000122				A00FN	
FOODON:03311885	axillary bud	brussels sprout	'axillary bud' and 'in taxon' some 'Brassica oleracea var. gemmifera'		Brassica oleracea var. gemmifera	An axillary bud of the brussels sprout plant (Brassica oleracea var. gemmifera).					https://orcid.org/0000-0002-8844-9165	brussels sprouts					IAO:0000122					
FOODON:00003407	seed	rapeseed	'seed' and 'in taxon' some 'Brassica napus var. napus'		Brassica napus var. napus	A seed of a rapseed plant (Brassica napus var. napus).				2020-09-09T07:24:31	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003408	carrot food product	carrot root	'primary root' and 'in taxon' some 'Daucus carota'		Daucus carota	A primary root of a carrot plant (Daucus carota).				2020-09-09T07:27:10	https://orcid.org/0000-0002-8844-9165	carrot					IAO:0000122					
FOODON:00003409	tuberous root tuber	cassava	'tuberous root' and 'in taxon' some 'Manihot esculenta'		Manihot esculenta	A tuberous root tuber of a cassava plant (Manihot esculenta).				2020-09-09T07:33:05	https://orcid.org/0000-0002-8844-9165	yucca root|yuca|tapioca|manioc					IAO:0000122					
FOODON:00003590	leaf	cassava leaf	'leaf' and 'in taxon' some 'Manihot esculenta'		Manihot esculenta	A leaf of a casava plant (Manihot esculenta)	https://en.wikipedia.org/wiki/Cassava										IAO:0000122					
FOODON:00003410	raceme inflorescence	cauliflower floret	'raceme inflorescence' and 'in taxon' some 'Brassica oleracea var. botrytis'		Brassica oleracea var. botrytis	A raceme inflorescence of a cauliflower plant (Brassica oleracea var. botrytis).				2020-09-09T07:39:07	https://orcid.org/0000-0002-8844-9165	cauliflower					IAO:0000122					
FOODON:00003411	petiole	celery stalk	'petiole' and 'in taxon' some 'Apium graveolens Dulce Group'		Apium graveolens Dulce Group	A petiole of a celery plant (Apium graveolens Dulce Group).				2020-09-09T07:43:45	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
																						
FOODON:03306811	chickpea food product|bean	chickpea	'seed' and 'in taxon' some 'Cicer arietinum'		Cicer arietinum	A seed of a chickpea plant (Cicer arietinum).	https://en.wikipedia.org/wiki/Chickpea				https://orcid.org/0000-0002-8844-9165	chick pea|garbanzo|garbanzo bean|garbanzo bean					IAO:0000122					
FOODON:03000123	chickpea	chickpea (raw)				A whole raw chickpea.	https://en.wikipedia.org/wiki/Chickpea			2022-04-04T10:54:02Z	https://orcid.org/0000-0001-5275-8866											
FOODON:03000206	chickpea (raw)	chickpea (raw, mature)	'chickpea (raw)' and 'seed mature'			A whole raw mature chickpea	https://en.wikipedia.org/wiki/Chickpea			2022-04-15T13:31:02Z	https://orcid.org/0000-0001-5275-8866											
FOODON:00005264	chickpea	chickpea (mature)	'chickpea' and 'has quality' some 'mature'			A whole mature chickpea.				2025-01-15T15:10:50Z	https://orcid.org/0000-0001-5275-8866											
																						
																						
																						
FOODON:00003449	drupe fruit	coconut	'drupe fruit' and 'in taxon' some 'Cocos nucifera'		Cocos nucifera	A drupe fruit of a coconut palm tree (Cocos nucifera).				2020-09-10T05:53:54	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003856	coconut food product	coconut meat				The white, fleshy part of a coconut.	https://en.wikipedia.org/wiki/Coconut			2021-05-19T18:20:02Z	https://orcid.org/0000-0001-5275-8866											
FOODON:00004256	coconut meat	coconut meat (raw)				Coconut meat which is raw.	https://en.wikipedia.org/wiki/Coconut			2022-02-20T07:39:57Z	https://orcid.org/0000-0002-8844-9165											
FOODON:00003399	drupe fruit	arabica coffee bean	'drupe fruit' and 'in taxon' some 'Coffea arabica'		Coffea arabica	A drupe fruit of the arabica coffee plant (Coffea arabica).				2020-09-07T16:25:15	https://orcid.org/0000-0002-8844-9165	arabica bean					IAO:0000122					
FOODON:00003403	bean	common bean	'seed' and 'in taxon' some 'Phaseolus vulgaris'		Phaseolus vulgaris	A seed of a common bean plant (Phaseolus vulgaris).				2020-09-08T18:42:03	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003404	legume fruit	common bean pod		'in taxon' some 'Phaseolus vulgaris'	Phaseolus vulgaris	A legume fruit of a common bean plant (Phaseolus vulgaris).			Issue is that legume fruit and seed are considered equivalent so can't use same equivalency as for common bean	2020-09-08T18:42:15	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003414	seed	cowpea	'seed' and 'in taxon' some 'Vigna unguiculata'		Vigna unguiculata	A seed of a cowpea plant (Vigna unguiculata).				2020-09-09T14:09:09	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003415	pepo fruit	cucumber	'pepo fruit' and 'in taxon' some 'Cucumis sativus'		Cucumis sativus	A pepo fruit of a cucumber plant (Cucumis sativus).		2022-04-20 22:10:42		2020-09-09T14:18:28	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003416	caryopsis fruit	durum wheat kernel	'caryopsis fruit' and 'in taxon' some 'Triticum turgidum subsp. durum'		Triticum turgidum subsp. durum	A caryopsis fruit of a durum wheat plant (Triticum turgidum subsp. durum).				2020-09-09T14:22:09	https://orcid.org/0000-0002-8844-9165	durum wheat|durum wheat seed					IAO:0000122					
FOODON:00004364	durum wheat kernel	durum wheat kernel (raw)	durum wheat kernel' and 'has quality' some raw			A durum wheat kernel which is raw (not dried).				2023-06-18T21:57:00Z	https://orcid.org/0000-0002-8844-9165											
FOODON:03310298	durum wheat kernel	durum wheat kernel (dried)				A durum wheat kernel which has been dried.																
FOODON:03301227	bean	broad bean	'seed' and 'in taxon' some 'Vicia faba'		Vicia faba	A seed of a broad bean plant (Vicia faba).					https://orcid.org/0000-0002-8844-9165	broadbean|faba bean|fava bean|Windsor bean					IAO:0000122					
FOODON:00003417	berry fruit	grape	'berry fruit' and 'in taxon' some 'grape cultivar'			A berry fruit of a grape plant.				2020-09-09T14:38:33	https://orcid.org/0000-0002-8844-9165	de-stemmed grape					IAO:0000122					
FOODON:00003206	seed	peanut	'seed' and 'in taxon' some 'Arachis hypogaea'		Arachis hypogaea	A seed of a peanut plant (Arachis hypogaea).					https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003418	nut fruit	common hazelnut	'nut fruit' and 'in taxon' some 'Corylus avellana'		Corylus avellana	A nut fruit of a common hazelnut tree (Corylus avellana)				2020-09-09T14:47:29	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003421	seed	indian mustard seed	'seed' and 'in taxon' some 'Brassica juncea subsp. integrifolia'		Brassica juncea subsp. integrifolia	A seed of an indian mustard plant (Brassica juncea subsp. integrifolia).				2020-09-09T15:16:24	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003422	stem	kohlrabi stem	'stem' and 'in taxon' some 'Brassica oleracea var. gongylodes'		Brassica oleracea var. gongylodes	A stem of a kohlrabi plant (Brassica oleracea var. gongylodes).				2020-09-09T15:32:09	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
																						
FOODON:00004093	nut food product	macadamia nut food product	'nut food product' and 'derives from' some 'macadamia nut'		macadamia nut	A food product made from Macadamia nut.					https://orcid.org/0000-0001-5275-8866											
FOODON:00003003	seed	macadamia nut	'seed' and 'in taxon' some 'Macadamia integrifolia'		Macadamia integrifolia	A seed of a macadamia nut tree (Macadamia integrifolia).				2019-08-13T05:53:56	https://orcid.org/0000-0002-8844-9165	bauple nut|bauple|boombera|bush nut|gyndl|Hawaii nut|jindilli|macadamia|maroochi nut|Queensland nut					IAO:0000122					
FOODON:00003427	caryopsis fruit	maize kernel	'caryopsis fruit' and 'in taxon' some 'Zea mays subsp. mays'		Zea mays subsp. mays	A caryopsis fruit of a maize plant  (Zea mays subsp. mays).				2020-09-09T22:30:15	https://orcid.org/0000-0002-8844-9165	corn kernel					IAO:0000122					
FOODON:00003428	ear infructescence	maize cob	'ear infructescence' and 'in taxon' some 'Zea mays subsp. mays'		Zea mays subsp. mays	An ear infructescence of a maize plant (Zea mays subsp. mays).				2020-09-09T22:30:40	https://orcid.org/0000-0002-8844-9165	corn cob					IAO:0000122					
FOODON:03301275	seed	mung bean	'seed' and 'in taxon' some 'Vigna radiata var. radiata'		Vigna radiata var. radiata	A seed of a mung bean plant (Vigna radiata var. radiata).					https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003429	caryopsis fruit	oat	'caryopsis fruit' and 'in taxon' some 'Avena sativa'		Avena sativa	A caryopsis fruit of an oat plant (Avena sativa).		Jan 19,2023	changed the label from 'whole oats' to oat'	2020-09-09T22:33:32	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:03315106	citrus fruit	orange	'hesperidium fruit' and 'in taxon' some 'Citrus sinensis'		Citrus sinensis	A hesperidium fruit of an orange tree (Citrus sinensis).	https://en.wikipedia.org/wiki/Orange_(fruit)				https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003430	caryopsis fruit	perl millet kernel	'caryopsis fruit' and 'in taxon' some 'Cenchrus americanus'		Cenchrus americanus	A caryopsis fruit of a perl millet plant (Cenchrus americanus).				2020-09-10T02:58:48	https://orcid.org/0000-0002-8844-9165	perl millet					IAO:0000122					
FOODON:00002781	seed	pigeon pea	'seed' and 'in taxon' some 'Cajanus cajan'		Cajanus cajan	A seed of a pigeon pea plant (Cajanus cajan).	https://en.wikipedia.org/wiki/Pigeon_pea			2019-07-09T22:29:49	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:03315354	shoot axis tuber	potato	'shoot axis tuber' and 'in taxon' some 'Solanum tuberosum'		Solanum tuberosum	A shoot axis tuber of a potato plant (Solanum tuberosum).					https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003431	root	radish	'root' and 'in taxon' some 'Raphanus sativus'		Raphanus sativus	A root of a radish plant (Raphanus sativus).				2020-09-10T03:13:06	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003433	drupelet berry	raspberry	'aggregate fruit' and 'in taxon' some 'raspberry plant'		raspberry plant	An aggregate fruit of a raspberry plant.				2020-09-10T03:24:33	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003432	petiole	rhubarb stalk	'petiole' and 'in taxon' some 'Rheum rhabarbarum'		Rheum rhabarbarum	A petiole of a rhubarb plant (Rheum rhabarbarum).				2020-09-10T03:17:01	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003434	caryopsis fruit	whole grain rice kernel	'caryopsis fruit' and 'in taxon' some 'Oryza sativa'		Oryza sativa	A caryopsis fruit of a rice plant (Oryza sativa).				2020-09-10T03:37:39	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003440	hypocotyl	rutabaga	'hypocotyl' and 'in taxon' some 'Brassica napus subsp. rapifera'		Brassica napus subsp. rapifera	A hypocotyl of a rutabaga plant (Brassica napus subsp. rapifera).				2020-09-10T04:30:20	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003441	anther	saffron thread	'anther' and 'in taxon' some 'Crocus sativus'		Crocus sativus	An anther of a saffron plant (Crocus sativus).	https://en.wikipedia.org/wiki/Saffron			2020-09-10T04:36:16	https://orcid.org/0000-0002-8844-9165	saffron					IAO:0000122					
FOODON:00003442	kale leaf	siberian kale leaf	'leaf' and 'in taxon' some 'Brassica napus var. pabularia'		Brassica napus var. pabularia	A leaf of a siberian kale plant (Brassica napus var. pabularia).				2020-09-10T04:47:48	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:03309978	caryopsis fruit	sorghum kernel	'caryopsis fruit' and 'in taxon' some Sorghum		Sorghum	A caryopsis fruit of a sorghum species plant (Sorghum).					https://orcid.org/0000-0002-8844-9165	sorghum|sorghum seed					IAO:0000122					
FOODON:03301415	seed	soybean	'seed' and 'in taxon' some 'Glycine max'		Glycine max	A seed of a soyabean plant (Glycine max).					https://orcid.org/0000-0002-8844-9165	soy bean|soya bean|soybean					IAO:0000122			FoodOn|EFSA foodex-2	A012F	
FOODON:00003443	aggregate fruit	strawberry	'aggregate fruit' and 'in taxon' some 'Fragaria x ananassa'		Fragaria x ananassa	An aggregate fruit of strawberry plant  (Fragaria x ananassa).				2020-09-10T04:57:07	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003412	primary root	sugar beet	'primary root' and 'in taxon' some 'Beta vulgaris subsp. vulgaris'		Beta vulgaris subsp. vulgaris	A primary root of a sugar beet plant (Beta vulgaris subsp. vulgaris).				2020-09-09T07:45:46	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003444	stem	sugar cane stem	'stem' and 'in taxon' some 'Saccharum officinarum		Saccharum officinarum	A stem of a sugar cane plant (Saccharum officinarum).				2020-09-10T05:06:55	https://orcid.org/0000-0002-8844-9165	sugar cane					IAO:0000122					
FOODON:00003445	tuberous root tuber	sweet potato	'tuberous root' and 'in taxon' some 'Ipomoea batatas'		Ipomoea batatas	A tuberous root tuber of a sweet potato plant (Ipomoea batatas).				2020-09-10T05:12:34	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:03301453	berry fruit	tomato	'berry fruit' and 'in taxon' some 'Solanum lycopersicum'		Solanum lycopersicum	A berry fruit of a tomato plant (Solanum lycopersicum).					https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003447	hypocotyl	turnip	'hypocotyl' and 'in taxon' some 'Brassica rapa subsp. rapa'		Brassica rapa subsp. rapa	A hypocotyl of a turnip plant (Brassica rapa subsp. rapa).				2020-09-10T05:38:38	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003448	shoot axis tuber	yam	'shoot axis tuber' and 'in taxon' some Dioscorea		Dioscorea	A shoot axis tuber of a yam plant (Dioscorea).				2020-09-10T05:45:46	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003528	mushroom food product	mushroom fruitbody	'fruitbody' and 'in taxon' some 'Fungi'		Fungi	A fruitbody of a fungi.	https://en.wikipedia.org/wiki/Mushroom			2020-10-14T12:37:01	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165	mushroom|toadstool						A mushroom (or toadstool) is the fleshy, spore-bearing fruiting body of a fungus, typically produced above ground on soil or on its food source.				
FOODON:00003465	mushroom fruitbody	cultivated mushroom	'fruitbody' and 'in taxon' some 'Agaricus bisporus'		Agaricus bisporus	A fruitbody of a cultivated mushroom fungus (Agaricus bisporus).	https://en.wikipedia.org/wiki/Agaricus_bisporus			2020-10-13T05:45:46	https://orcid.org/0000-0002-8844-9165						IAO:0000122					
FOODON:00003462	cultivated mushroom	white mushroom	'fruitbody' and 'has quality' some 'white' and 'in taxon' some 'Agaricus bisporus'  and 'sexually immature organism'		Agaricus bisporus	A white-colored immature fruitbody of a cultivated mushroom fungus (Agaricus bisporus).	https://en.wikipedia.org/wiki/Agaricus_bisporus			2020-10-13T05:45:46	https://orcid.org/0000-0002-8844-9165	common mushroom|button mushroom|white mushroom|white button mushroom|cultivated mushroom|table mushroom|champignon mushroom					IAO:0000122					
FOODON:00004259	white mushroom	white mushroom (raw)																				
FOODON:00003463	cultivated mushroom	brown mushroom	'fruitbody' and 'has quality' some 'brown' and 'in taxon' some 'Agaricus bisporus'  and 'sexually immature organism'		Agaricus bisporus	A brown-colored immature fruitbody of a cultivated mushroom fungus (Agaricus bisporus).	https://en.wikipedia.org/wiki/Agaricus_bisporus			2020-10-13T05:45:46	https://orcid.org/0000-0002-8844-9165	Swiss brown mushroom|Roman brown mushroom|Italian brown|Italian mushroom|cremini|crimini|crimini mushroom|brown cap mushroom|chestnut mushroom					IAO:0000122					
FOODON:00004253	brown mushroom	brown mushroom (raw)																				
FOODON:00003464	cultivated mushroom	portobello mushroom	'fruitbody' and 'in taxon' some 'Agaricus bisporus'  and 'adult organism'		Agaricus bisporus	A mature fruitbody of a cultivated mushroom fungus (Agaricus bisporus).	https://en.wikipedia.org/wiki/Agaricus_bisporus			2020-10-13T05:45:46	https://orcid.org/0000-0002-8844-9165	portabella mushroom|portobella mushroom|portabella|portobello					IAO:0000122					
FOODON:00004257	portobello mushroom	portobello mushroom (raw)				A raw portobello mushroom.	https://en.wikipedia.org/wiki/Agaricus_bisporus															
FOODON:03412032	mushroom fruitbody	morel mushroom	'fruitbody' and 'in taxon' some 'Morchella'		Morchella	A fruitbody of a Morchella fungus.	https://en.wikipedia.org/wiki/Morchella			2020-10-27T05:51:29	https://orcid.org/0000-0001-5275-8866	morel|amigasatake|morchellaceae				http://eol.org/pages/6077|langual:B2032						
FOODON:00004255	morel mushroom	morel mushroom (raw)				A raw morel mushroom.	https://en.wikipedia.org/wiki/Morchella			2022-02-20T07:43:29	https://orcid.org/0000-0002-8844-9165											
FOODON:03414551	morel mushroom	common morel	'fruitbody' and 'in taxon' some 'Morchella esculenta'		Morchella esculenta							yellow morel|true morel|sponge morel										
FOODON:03414547	mushroom fruitbody	bearded tooth mushroom	'fruitbody' and 'in taxon' some 'Hericium erinaceus'		Hericium erinaceus	A fruitbody of a Hericium erinaceus fungus.	https://en.wikipedia.org/wiki/Hericium_erinaceus					lion's mane|pom-pom										
FOODON:03412521	mushroom fruitbody	blewit mushroom								2023-12-18T17:59:17Z	https://orcid.org/0000-0002-8844-9165											
FOODON:03412522	blewit mushroom	wood blewit	'fruitbody' and 'in taxon' some 'Clitocybe nuda'		Clitocybe nuda	A fruitbody of a Clitocybe nuda fungus.	https://en.wikipedia.org/wiki/Clitocybe_nuda			2023-12-18T17:59:17Z	https://orcid.org/0000-0002-8844-9165	lepista nuda|tricholoma nudum										
FOODON:00004548	blewit mushroom	field blewit	'fruitbody' and 'in taxon' some 'Lepista saeva'		Lepista saeva	A fruitbody of a Lepista saeva fungus.	https://en.wikipedia.org/wiki/Lepista_personata			2023-12-18T17:59:17Z	https://orcid.org/0000-0002-8844-9165	Lepista personata										
FOODON:03412073	mushroom fruitbody	blusher mushroom	'fruitbody' and 'in taxon' some 'Amanita rubescens'		Amanita rubescens	A fruitbody of Amanita rubescens.	https://en.wikipedia.org/wiki/Blusher															
FOODON:03000430	mushroom fruitbody	Boletus mushroom	'fruitbody' and 'in taxon' some 'Boletus'		Boletus	A fruitbody of Boletus.	https://en.wikipedia.org/wiki/Boletus															
FOODON:03414538	Boletus mushroom	pine bolete	'fruitbody' and 'in taxon' some 'Boletus pinophilus'		Boletus pinophilus	A fruitbody of a Boletus pinophilus fungus.	https://en.wikipedia.org/wiki/Boletus_pinophilus					pinewood king bolete|pine cep										
FOODON:03412737	Boletus mushroom	red boletus	'fruitbody' and 'in taxon' some 'Leccinum aurantiacum'		Leccinum aurantiacum	A fruitbody of a Leccinum aurantiacum fungus.	https://en.wikipedia.org/wiki/Leccinum_aurantiacum					red-capped scaber stalk|boletus rufus										
FOODON:03412738	Boletus mushroom	rough stemmed boletus	'fruitbody' and 'in taxon' some 'Leccinum scabrum'		Leccinum scabrum	A fruitbody of a Leccinum scabrum fungus.	https://en.wikipedia.org/wiki/Leccinum_scabrum					birch boletus|scaber stalk										
FOODON:03412260	Boletus mushroom	slippery jack mushroom	'fruitbody' and 'in taxon' some 'Suillus luteus'		Suillus luteus	A fruitbody of a Suillus luteus fungus.	https://en.wikipedia.org/wiki/Suillus_luteus					ringed boletus|sticky bun mushroom										
FOODON:03412033	Boletus mushroom	porcini mushroom	'fruitbody' and 'in taxon' some 'Boletus edulis'		Boletus edulis	A fruitbody of a Boletus edulis fungus.	https://en.wikipedia.org/wiki/Boletus_edulis					steinpilz|cep|penny bun|porcino|porcini|king boletus|yellow boletus										
FOODON:03414539	Boletus mushroom	summer bolete	'fruitbody' and 'in taxon' some 'Boletus reticulatus'		Boletus reticulatus	A fruitbody of a boletus reticulatus fungus.	https://en.wikipedia.org/wiki/Boletus_reticulatus					summer cep										
FOODON:03414537	mushroom fruitbody	caesar's mushroom	'fruitbody' and 'in taxon' some 'Amanita caesarea'		Amanita caesarea	A fruitbody of an Amanita caesarea fungus.	https://en.wikipedia.org/wiki/Amanita_caesarea					caesar's amanita										
FOODON:03414184	mushroom fruitbody	cauliflower fungus	'fruitbody' and 'in taxon' some 'Sparassis crispa'		Sparassis crispa	A fruitbody of a Sparassis crispa fungus.	https://en.wikipedia.org/wiki/Sparassis_crispa					hanabiratake										
FOODON:00003529	mushroom fruitbody	chanterelle mushroom	'fruitbody' and 'in taxon' some Cantharellus		Cantharellus	A fruitbody of a genus of popular edible mushrooms, commonly known as chanterelles, a name which can also refer to the type species, Cantharellus cibarius.	https://en.wikipedia.org/wiki/Cantharellus					chanterelles										
FOODON:00004252	chanterelle mushroom	chanterelle mushroom (raw)																				
FOODON:03411569	chanterelle mushroom	golden chanterelle	'fruitbody' and 'in taxon' some 'Cantharellus cibarius'		Cantharellus cibarius	A fruitbody of a Cantharellus cibarius fungus.	https://en.wikipedia.org/wiki/Cantharellus_cibarius					autumn chanterelle|chanterelle jaune|craterellus lutescens|yellow foot|girolle										
FOODON:03414543	chanterelle mushroom	trumpet chanterelle	'fruitbody' and 'in taxon' some 'Craterellus tubaeformis'		Craterellus tubaeformis	A fruitbody of a Craterellus tubaeformis fungus.	https://en.wikipedia.org/wiki/Craterellus_tubaeformis					craterellus tubaeformis|yellowfoot|winter mushroom|funnel chanterelle										
FOODON:03414540	chanterelle mushroom	pale chanterelle	'fruitbody' and 'in taxon' some 'Cantharellus pallens'		Cantharellus pallens	A fruitbody of a Cantharellus pallens fungus.	https://en.wikipedia.org/wiki/Cantharellus_pallens															
FOODON:03414178	mushroom fruitbody	collared stinkhorn	'fruitbody' and 'in taxon' some 'Phallus duplicatus'		Phallus duplicatus	A fruitbody of a Phallus duplicatus fungus.	https://en.wikipedia.org/wiki/Phallus_duplicatus															
FOODON:03414182	mushroom fruitbody	coral tooth mushroom	'fruitbody' and 'in taxon' some 'Hericium coralloides'		Hericium coralloides	A fruitbody of a Hericium coralloides fungus.	https://en.wikipedia.org/wiki/Hericium_coralloides					coral hydnum|hericium|coralloides|coral tooth fungus										
FOODON:03412507	mushroom fruitbody	enoki mushroom	'fruitbody' and 'in taxon' some 'Flammulina velutipes'		Flammulina velutipes	A fruitbody of a Flammulina velutipes fungus.	https://en.wikipedia.org/wiki/Enokitake					enoki|enoki-take|golden needle mushroom|velvet foot|velvet shank|velvet stem|winter mushroom|futu mushroom|futu|lily mushroom										
FOODON:03412023	mushroom fruitbody	field mushroom	'fruitbody' and 'in taxon' some 'Agaricus campestris'		Agaricus campestris	A fruitbody of a Agaricus campestris fungus.	https://en.wikipedia.org/wiki/Agaricus_campestris					meadow mushroom										
FOODON:03414536	mushroom fruitbody	forest lamb	'fruitbody' and 'in taxon' some 'Albatrellus ovinus'		Albatrellus ovinus	A fruitbody of an Albatrellus ovinus fungus.	https://en.wikipedia.org/wiki/Albatrellus_ovinus					sheep polypore										
